symbol,sweep_time,confirm_time,dir,fill_time,fill_price,stop,target_tp1,target_tp2,exit_time,exit_price,outcome,R,banked_r,is_asian_sweep,has_smt,market,timeframe_cascade
YDEX,2026-06-30 07:00:00,2026-06-30 07:20:00,LONG,2026-06-30 07:58:00,3637.25,3594.5441,3744.0147,3749.054,2026-06-30 11:00:00,3749.054,GRID_B_FULL_TP,2.465,2.559,True,False,MOEX,1H/5M
YDEX,2026-07-07 09:30:00,2026-07-07 09:50:00,SHORT,2026-07-07 09:57:00,3449.5,3480.6743,3371.5644,3367.8858,2026-07-07 15:00:00,3480.6743,INITIAL_STOP,-1.122,0.0,True,False,MOEX,1H/5M
YDEX,2026-07-07 09:25:00,2026-07-07 09:50:00,SHORT,2026-07-07 09:57:00,3449.5,3480.6742,3371.5644,3367.8858,2026-07-07 15:00:00,3480.6742,INITIAL_STOP,-1.122,0.0,True,False,MOEX,1H/5M
YDEX,2026-07-07 17:40:00,2026-07-07 18:10:00,SHORT,2026-07-07 19:08:00,3470.5,3516.7058,3354.9856,3349.5333,2026-07-08 08:33:00,3516.7058,INITIAL_STOP,-1.083,0.0,True,False,MOEX,1H/5M
YDEX,2026-07-18 08:25:00,2026-07-18 09:10:00,SHORT,2026-07-18 10:45:00,3250.75,3275.8761,3187.9347,3184.9698,2026-07-19 09:20:00,3275.8761,INITIAL_STOP,-1.142,0.0,True,False,MOEX,1H/5M
YDEX,2026-07-20 10:30:00,2026-07-20 11:15:00,LONG,2026-07-20 11:26:00,3304.0,3284.044,3353.89,3356.2448,2026-07-20 12:00:00,3356.2448,GRID_B_FULL_TP,2.377,2.559,False,False,MOEX,1H/5M
YDEX,2026-07-22 05:55:00,2026-07-22 06:20:00,LONG,2026-07-22 06:29:00,3558.75,3531.1619,3627.7203,3630.9757,2026-07-22 09:02:00,3630.9757,GRID_B_FULL_TP,2.417,2.559,False,False,MOEX,1H/5M
YDEX,2026-08-04 03:55:00,2026-08-04 04:30:00,SHORT,2026-08-04 04:44:00,3971.75,3994.9576,3913.7309,3910.9924,2026-08-05 06:16:00,3994.9576,INITIAL_STOP,-1.188,0.0,False,False,MOEX,1H/5M
YDEX,2026-08-14 07:10:00,2026-08-14 07:40:00,SHORT,2026-08-14 07:46:00,3857.5,3873.7862,3816.7844,3814.8626,2026-08-14 08:47:00,3814.8626,GRID_B_FULL_TP,2.298,2.559,True,False,MOEX,1H/5M
YDEX,2026-08-24 14:55:00,2026-08-24 15:10:00,SHORT,2026-08-24 15:27:00,3484.5,3517.7267,3401.4331,3397.5124,2026-08-25 04:17:00,3517.7267,INITIAL_STOP,-1.115,0.0,True,False,MOEX,1H/5M
YDEX,2026-08-26 05:00:00,2026-08-26 05:35:00,LONG,2026-08-26 05:58:00,3533.0,3519.7005,3566.2488,3567.8181,2026-08-26 09:59:00,3536.8863,BE_STOP,0.958,1.25,False,False,MOEX,1H/5M
