symbol,sweep_time,confirm_time,dir,fill_time,fill_price,stop,target_tp1,target_tp2,exit_time,exit_price,outcome,R,banked_r,is_asian_sweep,has_smt,market
SOL/USDT,2024-11-20 14:00:00,2024-11-20 14:40:00,SHORT,2024-11-20 14:48:00,239.87,242.8998,236.8402,234.9678,2024-11-20 16:17:00,234.9678,GRID_B_FULL_TP,1.17,1.309,True,False,crypto
SOL/USDT,2024-11-22 18:50:00,2024-11-22 19:05:00,LONG,2024-11-22 19:15:00,253.455,251.0898,255.8202,257.2819,2024-11-22 21:57:00,257.2819,GRID_B_FULL_TP,1.12,1.309,True,False,crypto
SOL/USDT,2024-11-27 14:55:00,2024-11-27 16:05:00,SHORT,2024-11-27 16:33:00,240.2,241.5003,238.8997,238.0961,2024-11-27 17:06:00,238.0961,GRID_B_FULL_TP,0.984,1.309,True,False,crypto
SOL/USDT,2024-11-28 03:25:00,2024-11-28 03:45:00,LONG,2024-11-28 04:01:00,239.41,237.7409,241.0791,242.1106,2024-11-28 05:11:00,239.8314,BE_STOP,0.248,0.5,False,False,crypto
SOL/USDT,2024-12-29 14:30:00,2024-12-29 14:55:00,LONG,2024-12-29 15:02:00,193.68,192.6195,194.7405,195.3959,2024-12-29 15:33:00,195.3959,GRID_B_FULL_TP,0.988,1.309,False,False,crypto
SOL/USDT,2025-01-10 17:55:00,2025-01-10 18:30:00,SHORT,2025-01-10 19:27:00,190.89,192.3563,189.4237,188.5175,2025-01-10 20:25:00,188.5175,GRID_B_FULL_TP,1.08,1.309,True,False,crypto
SOL/USDT,2025-01-11 20:55:00,2025-01-11 21:30:00,SHORT,2025-01-11 21:40:00,191.155,191.9667,190.3433,189.8416,2025-01-11 22:17:00,189.8416,GRID_B_FULL_TP,0.895,1.309,True,False,crypto
SOL/USDT,2025-01-17 15:25:00,2025-01-17 16:15:00,LONG,2025-01-17 17:30:00,219.005,216.0615,221.9485,223.7676,2025-01-17 18:03:00,216.0615,INITIAL_STOP,-1.131,0.0,True,False,crypto
SOL/USDT,2025-01-21 13:20:00,2025-01-21 13:30:00,SHORT,2025-01-21 13:46:00,242.005,244.713,239.297,237.6234,2025-01-21 14:18:00,241.5791,BE_STOP,0.343,0.5,False,False,crypto
SOL/USDT,2025-01-21 22:55:00,2025-01-21 23:40:00,LONG,2025-01-22 00:08:00,248.665,246.317,251.013,252.4641,2025-01-22 00:43:00,252.4641,GRID_B_FULL_TP,1.123,1.309,True,False,crypto
SOL/USDT,2025-01-22 15:00:00,2025-01-22 15:55:00,LONG,2025-01-22 16:00:00,256.935,254.0946,259.7754,261.5308,2025-01-22 16:16:00,254.0946,INITIAL_STOP,-1.159,0.0,False,False,crypto
SOL/USDT,2025-02-02 20:15:00,2025-02-02 20:35:00,SHORT,2025-02-02 22:02:00,204.225,207.0863,201.3637,199.5954,2025-02-02 22:38:00,199.5954,GRID_B_FULL_TP,1.183,1.309,True,False,crypto
SOL/USDT,2025-02-03 18:50:00,2025-02-03 20:10:00,SHORT,2025-02-03 21:24:00,213.045,215.6896,210.4004,208.7661,2025-02-03 21:37:00,215.6896,INITIAL_STOP,-1.142,0.0,True,False,crypto
SOL/USDT,2025-02-07 02:15:00,2025-02-07 03:25:00,SHORT,2025-02-07 04:08:00,194.475,196.1617,192.7883,191.7459,2025-02-07 06:02:00,191.7459,GRID_B_FULL_TP,1.106,1.309,False,False,crypto
SOL/USDT,2025-02-25 16:40:00,2025-02-25 17:40:00,SHORT,2025-02-25 18:07:00,144.03,145.216,142.844,142.111,2025-02-25 18:12:00,142.111,GRID_B_FULL_TP,1.095,1.309,False,False,crypto
SOL/USDT,2025-02-26 15:30:00,2025-02-26 15:55:00,SHORT,2025-02-26 16:01:00,139.415,140.6791,138.1509,137.3696,2025-02-26 16:17:00,137.3696,GRID_B_FULL_TP,1.115,1.309,True,False,crypto
SOL/USDT,2025-02-27 02:25:00,2025-02-27 02:35:00,SHORT,2025-02-27 03:23:00,137.4,139.0061,135.7939,134.8013,2025-02-27 03:57:00,139.0061,INITIAL_STOP,-1.151,0.0,False,False,crypto
SOL/USDT,2025-02-27 06:50:00,2025-02-27 07:05:00,SHORT,2025-02-27 07:21:00,141.93,143.1129,140.7471,140.0161,2025-02-27 08:29:00,140.0161,GRID_B_FULL_TP,1.098,1.309,True,False,crypto
SOL/USDT,2025-03-01 10:20:00,2025-03-01 11:25:00,LONG,2025-03-01 11:30:00,140.075,139.3199,140.8301,141.2968,2025-03-01 12:26:00,140.3215,BE_STOP,0.174,0.5,True,False,crypto
SOL/USDT,2025-03-11 13:25:00,2025-03-11 13:55:00,SHORT,2025-03-11 14:00:00,122.995,126.4545,119.5355,117.3975,2025-03-11 15:12:00,122.7785,BE_STOP,0.437,0.5,True,False,crypto
SOL/USDT,2025-03-19 18:05:00,2025-03-19 18:15:00,LONG,2025-03-19 18:20:00,130.3,127.9846,132.6155,134.0464,2025-03-19 19:08:00,134.0464,GRID_B_FULL_TP,1.21,1.309,True,False,crypto
SOL/USDT,2025-04-16 15:25:00,2025-04-16 16:40:00,SHORT,2025-04-16 16:51:00,127.925,129.7919,126.0581,124.9044,2025-04-16 17:18:00,129.7919,INITIAL_STOP,-1.121,0.0,True,False,crypto
SOL/USDT,2025-04-30 18:05:00,2025-04-30 19:20:00,SHORT,2025-04-30 19:46:00,145.38,146.2781,144.4819,143.9269,2025-04-30 20:02:00,146.2781,INITIAL_STOP,-1.285,0.0,True,False,crypto
SOL/USDT,2025-05-09 14:20:00,2025-05-09 15:15:00,LONG,2025-05-09 15:20:00,169.835,167.1052,172.5648,174.2517,2025-05-10 00:09:00,174.2517,GRID_B_FULL_TP,1.199,1.309,True,False,crypto
SOL/USDT,2025-05-19 16:55:00,2025-05-19 17:15:00,SHORT,2025-05-19 17:23:00,166.425,167.6396,165.2104,164.4597,2025-05-19 18:30:00,164.4597,GRID_B_FULL_TP,1.068,1.309,False,False,crypto
SOL/USDT,2025-07-03 12:35:00,2025-07-03 13:00:00,LONG,2025-07-03 13:10:00,152.91,151.6906,154.1294,154.8829,2025-07-03 13:57:00,154.8829,GRID_B_FULL_TP,1.088,1.309,False,False,crypto
SOL/USDT,2025-07-15 17:45:00,2025-07-15 18:35:00,SHORT,2025-07-15 18:51:00,162.38,163.9436,160.8164,159.8501,2025-07-15 20:05:00,159.8501,GRID_B_FULL_TP,1.126,1.309,False,False,crypto
SOL/USDT,2025-07-21 19:30:00,2025-07-21 20:10:00,LONG,2025-07-21 20:52:00,195.11,192.7173,197.5027,198.9813,2025-07-22 00:29:00,198.9813,GRID_B_FULL_TP,1.165,1.309,True,False,crypto
SOL/USDT,2025-07-29 07:40:00,2025-07-29 08:30:00,SHORT,2025-07-29 08:36:00,185.7,186.9586,184.4414,183.6637,2025-07-29 10:10:00,183.6637,GRID_B_FULL_TP,1.049,1.309,True,False,crypto
SOL/USDT,2025-08-05 07:35:00,2025-08-05 08:20:00,LONG,2025-08-05 08:39:00,166.445,165.4103,167.4797,168.1191,2025-08-05 09:35:00,168.1191,GRID_B_FULL_TP,1.026,1.309,True,False,crypto
SOL/USDT,2025-08-07 16:45:00,2025-08-07 17:45:00,LONG,2025-08-07 18:02:00,169.13,166.7463,171.5137,172.9868,2025-08-07 20:30:00,172.9868,GRID_B_FULL_TP,1.184,1.309,False,False,crypto
SOL/USDT,2025-08-13 15:05:00,2025-08-13 15:25:00,LONG,2025-08-13 15:30:00,196.465,193.8553,199.0747,200.6875,2025-08-13 18:13:00,200.6875,GRID_B_FULL_TP,1.177,1.309,False,False,crypto
